Hotel_Name	City_Name	Features
ALBERTO'S	new_orleans	086 157 158 197 242 149 046 125 076 205 052 164
Eat No Evil (CLOSED)	new_orleans	253 231 157 158 149 111 112 075 204 051 162
TAJ MAHAL	new_orleans	117 078 208 056 170
PASTORE'S	new_orleans	157 158 191 149 125 075 205 053 165
BUD'S BROILER	new_orleans	100 086 157 158 185 159 075 204 051 162
SUPER POPEYES	new_orleans	231 157 158 184 185 159 075 204 052 162
SNUG HARBOR	new_orleans	086 231 157 158 184 192 149 132 071 057 107 182 075 204 052 163
SOUTH CARROLLTON DELI	new_orleans	157 158 157 158 242 149 058 075 204 052 162
HANA JAPANESE RESTAURANT	new_orleans	157 158 128 075 205 053 164
CAFE DU MONDE	new_orleans	253 086 231 157 158 149 132 010 084 087 156 046 042 076 205 053 162
MONROE'S	new_orleans	253 086 231 157 158 184 149 010 111 083 009 075 205 053 165
Cafe Volage	new_orleans	253 086 157 158 184 192 063 242 092 076 205 053 165
TOOTS	new_orleans	009 078 208 056 170
CHINA ROSE GARDEN	new_orleans	253 231 157 158 071 057 039 076 205 053 163
DELMONICO'S	new_orleans	253 086 157 158 198 192 149 010 065 075 205 053 165
Chez Daniel	new_orleans	253 086 200 191 242 092 078 208 056 170
Cafe Sbisa (CLOSED)	new_orleans	253 157 158 102 063 132 097 224 045 075 205 053 165
K-PAUL'S LOUISIANA KITCHEN	new_orleans	253 099 149 083 030 076 204 051 166
SWEET BASIL	new_orleans	157 158 156 125 075 204 052 163
VERSAILLES	new_orleans	099 157 158 198 200 245 146 083 093 077 206 054 167
YE OLDE COLLEGE INN	new_orleans	100 086 157 158 198 192 149 083 064 075 205 051 163
GARCE'S	new_orleans	157 158 184 242 048 075 204 051 163
Bouligny (CLOSED)	new_orleans	253 157 158 010 224 045 075 205 054 165
WINDJAMMER	new_orleans	157 158 184 192 149 212 075 205 053 165
Bean Pot (CLOSED)	new_orleans	231 157 158 149 001 142 074 204 051 163
VERA CRUZ	new_orleans	231 157 158 184 149 142 075 204 052 163
LA MARQUISE	new_orleans	253 231 157 158 084 087 156 046 042 076 205 052 162
Fausto's Kitchen	new_orleans	125 078 208 056 170
CHEZ HELENE	new_orleans	086 231 157 158 192 149 132 065 216 075 205 052 164
PLANTATION COFFEE HOUSE	new_orleans	086 231 157 158 184 063 242 046 042 076 205 053 162
FIORELLA'S	new_orleans	253 086 231 157 158 192 242 125 078 208 056 170
MAMIE'S	new_orleans	253 231 157 158 191 125 075 205 052 164
CRAZY JOHNNIE'S	new_orleans	009 078 208 056 170
MIDDENDORF'S	new_orleans	157 158 192 197 149 212 076 205 052 164
CHRISTIAN'S	new_orleans	099 157 158 198 245 010 109 076 206 054 166
GAUTREAU'S	new_orleans	253 086 157 158 184 198 245 189 102 191 242 114 010 097 110 076 206 053 166
HOFBRAU HOUSE	new_orleans	253 231 157 158 184 191 149 225 075 205 052 164
SHOGUN	new_orleans	253 231 157 158 191 149 128 075 205 053 164
CARIBBEAN ROOM	new_orleans	253 099 157 158 198 245 189 192 146 040 097 071 083 045 076 206 054 167
LA GAULOISE	new_orleans	253 157 158 191 149 040 071 083 251 224 092 076 205 054 165
Crescent City Steakhouse	new_orleans	076 205 052 166
ROYAL CAFE	new_orleans	157 158 063 242 010 224 065 075 205 053 163
TORTILLA FLATS	new_orleans	253 231 157 158 184 149 142 074 204 052 163
Genghis Khan	new_orleans	137 076 206 053 165
NAPOLEON HOUSE	new_orleans	157 158 184 192 197 149 010 009 075 204 054 163
TREY YUEN	new_orleans	086 157 158 192 149 097 025 039 076 206 054 165
KABBY'S	new_orleans	253 157 158 198 192 149 040 097 057 251 224 156 045 075 205 054 165
CAFE PONTCHARTRAIN	new_orleans	253 231 157 158 189 149 040 156 009 042 075 205 053 164
HANSEN'S SNO-BLIZ	new_orleans	100 253 086 231 157 158 114 084 087 077 205 052 162
MORNING CALL	new_orleans	157 158 084 087 046 042 076 205 053 162
PETUNIA'S	new_orleans	157 158 191 149 224 065 075 205 053 164
ST. CHARLES RESTAURANT	new_orleans	231 157 158 191 009 075 205 052 164
PORT OF CALL	new_orleans	086 231 157 158 184 197 107 182 076 204 052 163
MULATE'S	new_orleans	030 078 208 056 170
THE LITTLE GREEK	new_orleans	245 242 071 103 076 205 052 164
Canton Restaurant	new_orleans	074 204 052 163
BANGKOK	new_orleans	214 231 157 158 149 235 076 205 052 164
RUSSELL'S MARINA GRILL	new_orleans	086 231 157 158 184 149 132 083 009 075 205 052 163
MICHAEL'S MID-CITY GRILL	new_orleans	253 086 231 191 149 009 075 205 052 163
DOOKY CHASE	new_orleans	253 086 231 157 158 132 114 229 065 216 076 205 053 165
MOTHER'S	new_orleans	086 231 157 158 184 046 185 159 076 204 052 162
THE PRALINE CONNECTION	new_orleans	253 086 231 157 158 191 242 132 065 078 208 056 170
PUPUSERIA DIVINO CORAZON	new_orleans	157 158 197 209 078 208 056 170
WEST END CAFE	new_orleans	253 231 157 158 184 192 224 212 075 205 052 164
YOUNG'S	new_orleans	046 009 076 205 052 165
LA CUISINE	new_orleans	253 157 158 198 191 149 097 065 076 205 053 165
LAFITTE'S LANDING	new_orleans	253 099 157 158 192 114 097 025 030 076 206 054 166
PELICAN CLUB	new_orleans	253 086 231 157 158 184 245 102 191 242 132 114 110 078 208 056 170
LOUIS XVI	new_orleans	253 099 157 158 200 245 192 063 146 040 097 071 083 093 076 206 054 167
La Difference (CLOSED)	new_orleans	253 086 231 157 158 184 191 242 092 078 208 056 170
Natalino	new_york	125 075 205 052 167
Indian Cafe	new_york	117 075 205 052 164
Manhattan Plaza Cafe	new_york	100 086 250 196 191 192 063 111 059 231 224 005 008 075 205 053 165
The Stanhope	new_york	113 196 193 040 097 224 045 091 075 206 054 168
Chez Napoleon	new_york	193 092 075 205 052 167
Au Mandarin	new_york	191 192 063 039 075 205 053 166
Palm Court, The                       	new_york	100 198 010 040 057 071 043 141 008 045 076 205 052 168
SUSHISAY	new_york	099 198 083 128 077 205 053 167
Brasserie	new_york	196 193 190 004 132 040 153 156 042 091 092 075 205 052 166
Popover Cafe	new_york	100 250 111 059 231 156 008 042 068 075 204 052 164
107 West	new_york	075 204 052 165
Le Train Bleu	new_york	083 005 045 091 074 205 053 166
Bridge Cafe	new_york	194 193 010 059 231 005 076 205 053 167
Indian Oven	new_york	229 117 074 204 052 165
Solera	new_york	253 198 193 223 076 206 054 168
Automatic Slim's	new_york	074 204 052 165
Freddie & Pepper Pizza	new_york	100 086 004 132 182 075 204 050 162
LUTECE	new_york	080 099 198 196 193 189 191 192 097 091 077 206 054 169
Nanni Il Valletto	new_york	125 076 205 053 168
Mezzogiorno	new_york	253 063 125 075 204 053 167
Nicola Paone	new_york	080 125 075 205 053 168
El Rincon de Espa$a	new_york	057 071 223 075 205 052 166
Rafaella Ristorante	new_york	078 208 056 170
Fishin Eddie	new_york	250 125 212 075 205 053 167
Lou G. Siegel	new_york	178 129 074 204 051 167
Morton's of Chicago	new_york	137 253 198 196 242 225 078 208 056 170
Jezebel	new_york	214 250 197 220 217 075 205 054 167
Yellow Rose Cafe	new_york	178 007 142 234 220 217 222 074 204 052 165
Oceana	new_york	193 212 076 206 054 169
Grove Street Cafe	new_york	075 205 053 166
Due	new_york	250 063 004 132 224 125 075 205 052 167
Neary's	new_york	253 083 008 120 225 074 205 052 166
El Charro	new_york	004 132 223 075 205 052 166
Manila	new_york	057 071 082 075 205 053 166
Marnie's Noodle Shop	new_york	083 039 075 204 051 163
Garden Cafe	new_york	136 005 076 206 053 166
Brasserie des Theatres	new_york	075 205 053 167
Bendix Diner	new_york	178 193 156 042 061 068 074 204 052 163
Mad.61	new_york	253 198 196 242 114 083 059 231 043 005 068 078 208 056 170
Harriet's Kitchen	new_york	007 017 220 217 074 204 050 163
Cal's	new_york	253 068 075 205 053 167
La Bouillabaisse	new_york	092 078 208 056 170
Nadine's	new_york	004 132 025 068 075 205 053 165
Sal Anthony's	new_york	125 075 205 053 167
San Domenico	new_york	080 198 097 141 125 076 206 054 169
LA GRENOUILLE	new_york	099 198 200 196 193 189 102 191 192 114 097 091 077 207 055 169
LE CHANTILLY	new_york	099 250 198 196 193 114 091 076 206 054 169
Wolf's 6th Avenue Delicatessen	new_york	074 204 051 164
Mo's Caribbean Bar & Grille	new_york	184 193 191 192 242 004 132 057 071 034 078 208 056 170
Cafe	new_york	026 113 063 092 075 205 053 167
Orleans	new_york	250 198 242 007 030 047 220 217 075 205 053 165
Bellini by Cipriani	new_york	193 040 125 076 205 053 168
Orso	new_york	250 190 125 076 205 053 167
Columbia Cottage	new_york	039 074 204 051 163
Hulot's	new_york	229 092 075 205 053 167
Cucina di Pesce	new_york	086 063 004 132 125 212 075 204 052 164
Ryoyu	new_york	198 242 128 078 208 056 170
Court of Three Sisters	new_york	076 205 053 168
Violeta's Mexican Restaurant	new_york	142 234 078 208 056 170
Walker's	new_york	250 184 194 010 004 132 057 071 229 008 074 205 053 164
La Tour d'Or	new_york	196 193 197 091 078 208 056 170
Souen	new_york	025 246 074 204 052 164
Hasaki	new_york	025 128 076 205 053 166
Zona Rosa	new_york	178 191 192 138 142 234 074 204 052 165
The Townhouse	new_york	193 190 191 192 045 075 205 053 167
Caffe Carciofo	new_york	242 125 075 205 053 165
AN AMERICAN PLACE	new_york	080 253 191 192 153 005 007 076 206 054 168
Il Gabbiano	new_york	198 193 229 125 076 206 052 167
Mambo Grill	new_york	026 250 004 132 057 071 229 025 212 218 223 244 075 205 053 167
Memphis	new_york	253 184 194 007 030 047 220 217 075 205 053 167
Boonthai	new_york	235 074 205 052 165
Bistro Cafe	new_york	125 078 208 056 170
Vince and Eddie's	new_york	025 075 205 053 167
Poiret	new_york	250 193 092 075 205 053 167
Caffe Cielo	new_york	253 125 075 205 053 167
Keens Chop House	new_york	196 193 248 059 231 008 225 075 205 053 167
City Cafe	new_york	224 025 005 075 205 052 167
El Parador Cafe	new_york	142 234 075 205 052 166
Wong Kee	new_york	039 076 204 050 163
TSE YANG	new_york	253 198 196 193 190 059 231 039 076 206 054 168
La Frontera	new_york	242 057 071 025 142 234 075 205 053 166
Cafe Andrusha	new_york	113 193 197 059 231 049 116 202 075 205 052 166
Frutti di Mare	new_york	125 212 075 205 052 165
Il Menestrello	new_york	198 193 125 076 206 053 168
CHANTERELLE	new_york	253 099 196 193 097 091 077 207 054 169
Westside Cafe	new_york	248 039 075 204 052 164
Balbek	new_york	193 191 192 242 059 231 057 071 134 143 078 208 056 170
Appetito	new_york	125 075 205 052 166
Kan Pai	new_york	083 128 075 205 052 165
Denino's Tavern	new_york	182 076 204 051 164
Moonrock	new_york	242 004 132 008 042 078 208 056 170
Tony Roma's	new_york	100 086 178 004 132 008 017 074 204 051 165
Ponte's	new_york	075 205 052 168
The Plaza Oyster Bar	new_york	040 212 075 205 053 167
Il Tinello	new_york	196 229 125 076 206 053 168
I Tre Merli	new_york	026 080 184 102 191 192 063 004 132 114 125 075 204 053 167
Mission Grill	new_york	242 025 031 142 234 075 205 052 165
Mary's Restaurant	new_york	004 132 248 125 075 205 053 166
Back Porch	new_york	178 125 074 204 052 165
L'Acajou	new_york	193 025 092 075 205 052 167
Cafe St. John	new_york	224 005 092 075 205 053 166
Frank's Restaurant	new_york	253 194 191 192 010 197 125 225 075 205 052 167
Le Refuge	new_york	250 200 193 063 092 076 205 053 168
Veselka	new_york	156 042 240 075 204 051 163
Old Homestead	new_york	250 010 059 231 229 225 075 205 052 168
HUDSON RIVER CLUB	new_york	099 198 196 193 189 191 192 097 057 071 224 007 076 206 055 168
Il Cortile	new_york	250 193 004 132 125 076 205 054 167
Aria	new_york	196 191 192 059 231 125 075 205 053 167
Asia	new_york	198 196 191 192 083 025 039 060 118 128 130 139 235 075 205 053 166
Arqua	new_york	250 191 192 025 025 125 076 205 053 168
Cafe Baci	new_york	242 125 075 205 052 166
Piccola Venezia	new_york	248 229 125 076 206 052 167
Bella Mama	new_york	125 075 205 052 165
Sunny East	new_york	136 039 076 205 053 167
Cafe des Sports	new_york	229 092 075 205 052 167
Scoop	new_york	196 193 125 075 205 052 167
Il Cantinori	new_york	063 125 076 205 054 168
Stingy Lulu's	new_york	184 197 004 132 008 042 061 078 208 056 170
The Oak Room and Bar	new_york	250 198 196 194 010 040 008 075 206 054 168
44	new_york	184 193 190 102 191 192 040 224 005 091 075 204 054 168
Bright Food Shop	new_york	086 039 142 234 075 204 052 164
New Prospect Cafe (Bklyn.)	new_york	224 005 068 075 205 052 165
The Small Cafe	new_york	040 005 075 205 053 167
Sido Abu Salim	new_york	250 143 075 204 051 165
Sichuan Palace	new_york	193 039 075 205 053 167
Aperitivo	new_york	125 075 205 052 168
Amici Miei	new_york	191 192 063 125 074 204 053 166
Felidia	new_york	080 198 097 125 076 206 054 169
Cafe Nicholson	new_york	200 196 191 192 008 075 206 054 168
Gonzalez y Gonzalez	new_york	057 071 138 142 234 074 204 052 165
TAVERN ON THE GREEN	new_york	057 071 074 205 055 168
RIVER CAFE %10>)	new_york	080 099 250 200 193 191 192 063 114 153 057 071 224 005 076 206 055 169
Cafe Espa$ol	new_york	223 075 205 052 165
LE CIRQUE	new_york	080 099 198 189 102 191 192 114 040 097 091 077 206 054 169
Peter Hilary's	new_york	184 248 045 120 074 205 052 165
Planet Hollywood	new_york	026 100 253 099 086 250 178 184 102 191 192 004 132 007 104 074 204 054 165
La Vieille Auberge	new_york	229 092 075 205 053 167
La Rivista	new_york	229 125 075 205 052 167
Genji	new_york	004 132 128 075 204 052 165
BTI	new_york	022 118 235 075 204 052 164
Fiori	new_york	125 074 204 053 165
The Black Sheep	new_york	250 200 193 191 192 248 224 008 075 205 053 167
Va Bene	new_york	250 125 129 075 205 053 167
Cafe Greco	new_york	250 193 140 075 205 053 166
Benvenuti Ristorante	new_york	125 075 205 053 167
Koo Koo's Bistro	new_york	004 132 005 092 074 204 052 166
Japonica	new_york	250 059 231 025 128 076 205 053 166
San Martin's	new_york	250 193 190 063 059 231 125 140 223 075 205 052 168
L'Incontro	new_york	242 125 075 205 053 167
Century Cafe	new_york	005 031 075 205 052 166
Alcala	new_york	191 192 248 001 025 223 075 204 053 167
La Colombe d'Or	new_york	250 198 200 193 191 192 092 076 205 053 168
Benito I	new_york	075 205 052 166
Yuka	new_york	250 248 128 075 205 051 165
Luxe	new_york	005 068 076 205 054 169
Fine & Schapiro	new_york	059 231 229 058 129 074 204 051 164
America	new_york	100 253 086 250 178 184 193 102 191 192 153 059 231 057 071 141 008 068 074 204 052 165
RUSSIAN TEA ROOM	new_york	099 113 250 198 200 193 190 102 191 192 010 153 059 231 037 202 075 205 054 168
CARMINE'S	new_york	086 250 102 059 231 125 075 205 052 165
Akbar	new_york	229 117 075 205 053 166
Brio	new_york	125 075 205 053 167
LE BERNARDIN	new_york	253 099 198 196 193 191 192 091 212 077 206 055 169
Kodnoi	new_york	248 001 235 074 204 052 165
101 Seafood	new_york	125 212 075 205 053 166
Kom Tang Soot Bul House	new_york	136 001 130 075 204 051 165
Nello	new_york	063 125 074 204 052 167
Le Comptoir	new_york	250 193 092 075 205 053 168
Nippon	new_york	198 059 231 001 128 076 206 053 168
New World Coffee	new_york	242 043 176 078 208 056 170
Les Sans Culottes	new_york	193 229 092 075 205 052 167
Cafe Nosidam	new_york	242 005 125 078 208 056 170
Thai House Cafe	new_york	059 231 235 076 205 051 165
Fourteen (fka Quatorze)	new_york	250 193 005 078 208 056 170
Trattoria Pesce Pasta	new_york	250 242 125 078 208 056 170
Picholine	new_york	198 196 242 140 078 208 056 170
T-Rex	new_york	242 004 132 057 071 007 068 078 208 056 170
Paul & Jimmy's	new_york	229 125 075 205 052 167
Il Gattopardo	new_york	113 125 075 205 053 167
Moroccan Star	new_york	197 242 248 140 144 075 205 052 164
Caffe BiondoX	new_york	063 043 125 075 205 052 165
Miss Ellie's Homesick Bar & Grill	new_york	063 229 008 125 074 205 053 165
Trattoria dell'Arte	new_york	250 193 190 191 192 004 132 153 083 059 231 125 076 205 054 167
Buckaroo's	new_york	184 194 004 132 007 017 222 074 204 052 164
OYSTER BAR	new_york	080 253 099 198 189 010 059 231 212 076 204 052 167
Pasta Vicci	new_york	125 179 074 204 051 164
Banana Cafe	new_york	184 102 191 192 004 132 153 057 071 025 005 020 075 204 053 167
Opus II	new_york	250 193 242 225 078 208 056 170
Vix Cafe	new_york	184 242 057 071 005 078 208 056 170
Nirvana	new_york	198 196 193 191 192 197 004 132 117 078 208 056 170
Pietro & Vanessa	new_york	063 125 075 205 052 166
Wollensky's Grill	new_york	080 250 194 063 114 104 106 225 076 205 053 167
Ci Vediamo	new_york	184 063 125 078 208 056 170
Chez Ma Tante	new_york	253 250 193 063 092 075 205 053 167
Red Lion	new_york	004 132 057 071 070 074 204 052 164
Lupe's East L.A. Kitchen	new_york	100 086 142 234 075 204 051 164
Sarabeth's	new_york	086 250 083 059 231 043 224 156 008 042 173 176 075 205 053 166
Pinocchio	new_york	004 132 125 075 205 053 167
PERIYALI	new_york	099 103 076 206 054 168
Pamir	new_york	250 059 231 002 075 205 053 166
Angelica Kitchen	new_york	111 005 243 075 204 052 164
WINDOWS ON THE WORLD	new_york	099 005 078 208 056 170
Jean Claude	new_york	092 075 204 052 167
DAWAT	new_york	099 250 198 193 059 231 117 076 205 053 167
Ferrara	new_york	063 043 229 125 176 078 208 056 170
Tibetan Kitchen	new_york	236 075 204 051 164
Sevilla	new_york	250 004 132 059 231 223 075 204 052 166
Puket	new_york	235 075 205 052 166
Ratner's	new_york	010 059 231 156 129 075 204 051 165
Woo Chon	new_york	136 001 130 076 204 052 166
Old Bermuda Inn	new_york	136 193 010 248 045 076 205 054 167
Gingertoon	new_york	229 229 235 075 204 052 165
Josephina	new_york	100 111 005 008 075 205 053 167
Tre Scalini	new_york	125 076 205 053 168
Sharkey's	new_york	008 074 205 052 166
The Pie	new_york	001 075 205 052 165
Sammy's Roumanian	new_york	197 129 075 204 051 167
MONTRACHET	new_york	080 099 250 198 193 191 192 097 091 076 206 053 169
John's of 12th Street	new_york	125 075 205 052 165
Silver Palace	new_york	039 060 075 204 052 164
Soleil	new_york	242 031 068 092 076 205 053 167
Bistro 790	new_york	193 040 229 005 140 074 205 052 166
Cabana Carioca	new_york	197 020 218 075 204 051 165
Amir's Falafel	new_york	086 143 075 204 051 163
El Pollo	new_york	100 086 197 059 231 075 204 051 163
La Strada	new_york	026 004 132 229 125 075 205 052 167
La Strada	new_york	026 004 132 125 075 205 052 166
Raymond's Cafe	new_york	045 092 075 205 052 166
Aggie's	new_york	100 086 224 156 229 007 008 042 075 204 051 163
H.S.F.	new_york	100 039 060 075 204 052 165
Cedars of Lebanon	new_york	004 132 057 071 134 143 075 204 051 165
Zephyr Grill	new_york	040 005 104 075 205 053 167
El Quijote	new_york	004 132 212 223 225 075 205 052 166
Benihana of Tokyo	new_york	026 100 191 192 128 078 208 056 170
Zula	new_york	250 248 072 075 205 052 164
Coco Lezzone	new_york	242 125 078 208 056 170
Alison on Dominick Street	new_york	250 200 193 097 005 092 140 076 206 054 168
Jekyll & Hyde	new_york	178 194 004 132 248 057 071 070 106 074 204 054 164
Our Place	new_york	253 193 039 060 075 205 052 166
Etats-Unis	new_york	253 198 191 192 063 114 097 005 068 078 208 056 170
Vong and Kwong	new_york	001 075 204 051 166
Mr. Chow	new_york	039 076 205 054 168
Mulholland Drive Cafe	new_york	178 005 074 204 052 166
Broadway Diner	new_york	100 253 178 004 132 008 061 074 204 052 164
El Teddy's	new_york	184 191 192 004 132 025 138 142 234 075 204 053 166
Cafe Pierre	new_york	193 040 111 156 141 091 076 206 054 168
R.H. Tugs	new_york	063 004 132 057 071 068 075 205 053 165
Palio	new_york	080 253 196 194 193 191 192 125 076 206 054 169
Sarashina	new_york	242 128 078 208 056 170
Casa La Femme	new_york	004 132 140 074 204 053 167
Rio Mar	new_york	025 223 075 204 051 165
Shark Bar	new_york	184 191 192 004 132 059 231 057 071 220 217 075 205 052 166
Conservatory Cafe	new_york	040 083 156 008 074 204 052 166
Il Nostro	new_york	193 125 140 075 204 052 165
Antico Caffee	new_york	253 184 125 075 204 052 164
Odessa	new_york	156 042 202 078 208 056 170
Carino	new_york	125 075 205 052 165
Jack's Place	new_york	229 008 106 074 204 052 165
J. Sung Dynasty	new_york	193 040 057 071 039 075 205 053 167
HATSUHANA	new_york	026 198 193 248 083 059 231 128 076 205 053 167
Paper Moon Milano	new_york	025 125 075 205 053 167
Empire Diner	new_york	100 086 250 178 191 192 063 004 132 083 057 071 043 224 156 008 061 074 204 052 164
Le Bouchon	new_york	214 193 242 092 078 208 056 170
One Fifth Avenue	new_york	253 198 242 005 212 076 205 053 168
Pedro Paramo	new_york	059 231 142 234 075 205 052 165
Santa Fe	new_york	138 142 234 075 205 053 167
Zachary's	new_york	190 242 004 132 229 005 031 075 204 052 167
Casa Di Pre	new_york	198 125 074 205 052 165
Nick & Eddie	new_york	250 200 005 008 068 075 205 053 167
Silverado	new_york	086 184 111 031 222 076 205 053 167
National	new_york	191 192 004 132 057 071 202 074 204 052 167
Le Madeleine	new_york	063 092 075 205 053 167
Cooper's Coffee Bar	new_york	063 242 059 231 043 156 176 075 204 053 162
Wally's and Joseph's	new_york	075 205 052 168
Ying	new_york	111 057 071 229 025 039 075 205 052 165
Day-O	new_york	004 132 001 034 074 204 052 165
Museum Cafe	new_york	250 178 004 132 083 008 074 204 052 165
SONIA ROSE	new_york	198 200 193 068 076 206 054 168
Mitsukoshi	new_york	196 128 076 205 053 168
Cafe Luxembourg	new_york	250 193 190 224 005 091 075 205 053 168
The Sea Grill	new_york	253 099 193 190 191 192 063 008 212 076 206 054 168
Dojo	new_york	004 132 128 078 208 056 170
Papaya King	new_york	086 004 132 008 089 075 203 050 162
Tang Tang	new_york	100 039 075 204 051 164
Zucchini	new_york	250 111 008 068 243 074 204 052 165
Snaps	new_york	193 001 210 076 205 054 167
Les Pyrenees	new_york	193 248 092 075 205 053 167
Cafe Melville	new_york	005 078 208 056 170
San Giusto	new_york	125 075 205 053 168
Odeon	new_york	250 193 063 004 132 224 005 075 205 053 167
Boogies Diner	new_york	178 061 074 204 052 164
La Jumelle	new_york	184 193 004 132 114 248 092 140 075 204 053 166
Le Steak	new_york	250 193 092 225 075 204 052 167
Swiss Inn	new_york	229 227 075 205 052 166
Le Pactole	new_york	250 097 224 091 075 205 054 168
Japanese on Hudson	new_york	128 075 205 052 165
PRIMAVERA	new_york	026 099 250 198 196 189 097 125 140 076 206 054 169
King Crab	new_york	229 212 075 204 052 166
Marion's ContinentalRestaurant & Lounge	new_york	194 197 008 045 075 204 053 166
Tai Hong Lau	new_york	248 025 039 060 076 204 052 165
Tirami Su	new_york	229 125 075 204 052 166
Cafe Europa	new_york	004 132 125 078 208 056 170
AQUAVIT	new_york	099 198 196 193 191 192 097 059 231 210 076 206 054 169
Lucky Strike	new_york	184 004 132 008 092 074 204 052 166
Acadia Parish	new_york	250 197 242 229 007 030 047 075 205 051 164
Au Cafe	new_york	063 043 045 176 075 204 052 165
Two Eleven	new_york	193 063 004 132 005 075 205 053 167
Mimi's	new_york	004 132 057 071 125 074 204 051 165
Elephant & Castle	new_york	100 086 250 004 132 083 224 156 008 042 154 078 208 056 170
Busby's	new_york	253 250 063 008 075 204 052 167
Dish of Salt	new_york	057 071 039 075 205 053 167
Mo' Better Restaurant	new_york	191 192 197 242 057 071 220 217 078 208 056 170
Firenze	new_york	125 075 205 053 167
La Caridad	new_york	086 197 039 048 075 204 050 163
Claire	new_york	250 059 231 224 025 007 068 212 075 205 053 167
Rascals	new_york	194 004 132 057 071 008 074 204 052 164
Shanghai 1933	new_york	136 198 200 196 191 192 242 083 039 076 205 054 168
Cafe Riazor	new_york	004 132 229 223 075 205 052 165
Le Beaujolais	new_york	092 078 208 056 170
Rosie O'Grady's	new_york	194 225 078 208 056 170
Mediterraneo	new_york	229 125 075 204 052 166
Tropica	new_york	025 007 212 076 205 053 168
9	new_york	242 059 231 176 078 208 056 170
Erminia	new_york	200 125 129 076 206 054 168
Chaz & Wilson's Grill	new_york	184 194 004 132 057 071 005 104 074 204 052 166
Acme Bar & Grill	new_york	178 004 132 007 030 047 220 217 074 204 052 164
Nawab	new_york	193 117 075 205 053 166
PETROSSIAN	new_york	099 250 193 224 037 091 202 076 206 054 169
Benito II	new_york	191 192 229 075 205 051 166
Angelo's of Mulberry St.	new_york	010 125 075 205 052 167
Cafe 400	new_york	242 008 125 074 204 052 164
La Ripaille	new_york	193 063 097 092 075 205 053 167
Roebling's	new_york	008 212 074 204 052 166
Chikubu	new_york	136 128 075 205 052 167
Tommaso's	new_york	080 193 191 192 229 229 125 076 205 052 167
Letizia	new_york	193 004 132 057 071 125 075 205 053 167
Sette Mezzo	new_york	250 189 097 125 076 205 052 167
Mario's	new_york	248 059 231 125 182 075 205 052 167
Regional Thai Taste	new_york	235 075 204 052 165
Becco	new_york	250 193 190 191 192 059 231 229 125 075 205 053 167
Tutta Pasta	new_york	100 086 250 063 125 075 204 052 164
Joey's Paesano	new_york	242 125 075 204 052 165
SoHo Kitchen and Bar	new_york	080 250 191 192 008 075 204 053 165
Taliesin	new_york	136 040 111 005 031 076 205 054 168
Chelsea Clinton Cafe	new_york	197 242 005 074 204 052 165
Havana (fka Victor's Cafe)	new_york	048 078 208 056 170
Boxers	new_york	184 194 102 004 132 008 106 078 208 056 170
Arlecchino	new_york	191 192 063 004 132 125 075 205 053 166
Great Shanghai	new_york	039 075 204 051 164
Chiam	new_york	080 253 099 193 191 192 039 076 206 054 167
Big Wong	new_york	001 039 076 203 050 163
Les Halles	new_york	253 193 097 001 001 092 075 205 052 167
Ticino	new_york	242 057 071 125 227 075 205 053 167
Urban Grill	new_york	083 059 231 008 104 106 075 204 051 164
The View	new_york	193 190 040 057 071 224 045 091 125 075 205 055 168
Sistina	new_york	125 076 205 053 169
Urbino	new_york	125 075 205 052 167
Stage Deli	new_york	100 250 083 059 231 058 075 204 051 165
Sushiden	new_york	128 076 205 053 167
Patriccio's	new_york	248 125 075 205 053 167
Le Quercy	new_york	193 092 075 205 052 167
Campagnola	new_york	004 132 057 071 125 075 205 053 168
Girasole	new_york	063 125 075 205 053 168
The Yankee Clipper	new_york	008 212 075 205 053 167
Temple Bar	new_york	253 178 200 004 132 068 074 205 054 166
La Fondue	new_york	125 227 074 204 052 165
Raphael	new_york	198 200 091 076 206 054 169
E.A.T	new_york	100 086 113 250 198 083 059 231 156 008 092 075 204 052 167
Le Relais	new_york	253 102 063 153 092 075 205 053 168
Island	new_york	224 007 075 204 053 167
El Pote Espa$ol	new_york	197 223 078 208 056 170
Vinsanto	new_york	125 075 205 053 166
Tatou	new_york	099 193 191 192 057 071 007 008 075 205 054 168
PETER LUGERSTEAK HOUSE	new_york	099 250 198 189 191 192 010 059 231 001 225 077 205 052 168
Lexington Avenue Grill	new_york	040 074 204 052 166
Cesarina	new_york	253 193 059 231 125 075 205 053 167
LE REGENCE	new_york	250 196 193 040 224 091 076 207 055 169
Lorango	new_york	138 142 234 074 204 052 165
Isola	new_york	063 248 025 125 075 204 052 166
Fiorello's Roman Cafe	new_york	193 063 125 182 075 205 053 167
Lai Lai West	new_york	039 075 204 052 164
Sofia's	new_york	057 071 125 075 205 052 166
Kiev	new_york	197 156 240 075 204 051 163
Tang Pavilion	new_york	136 039 076 205 053 166
The Sumptuary	new_york	193 063 248 045 125 075 205 053 167
Taci International	new_york	078 208 056 170
Jules	new_york	184 200 102 197 242 004 132 114 057 071 092 075 204 053 166
SPARKS STEAK HOUSE	new_york	080 099 198 189 225 076 205 053 169
Rosa Mexicano	new_york	253 086 250 198 059 231 001 142 234 076 205 053 167
Broadway Grill	new_york	040 005 104 074 204 052 166
Westside Cottage	new_york	039 075 205 051 164
